"Key","Binomial","Sex","Phylo","Time.difference","Dorsal.photo","Dorsal.URL","Dorsal.time","Dorsal.cryptic.BG","Dorsal.Time.lower","Dorsal.Time.upper","Dorsal.Rank","Dorsal.Rank.lower","Dorsal.Rank.upper","Dorsal.Class","Dorsal.Time.range.pc","Ventral.photo","Ventral.URL","Ventral.time","Ventral.cryptic.BG","Ventral.Time.lower","Ventral.Time.upper","Ventral.Rank","Ventral.Rank.lower","Ventral.Rank.upper","Ventral.Class","Ventral.Time.range.pc","Dorsal.bush1","Dorsal.bush2","Dorsal.bush3","Dorsal.depth1","Dorsal.depth2","Dorsal.depth3","Dorsal.flower1","Dorsal.flower2","Dorsal.flower3","Dorsal.grass1","Dorsal.grass2","Dorsal.grass3","Dorsal.litter1","Dorsal.litter2","Dorsal.litter3","Dorsal.moss1","Dorsal.moss2","Dorsal.moss3","Dorsal.rock1","Dorsal.rock2","Dorsal.rock3","Dorsal.sand1","Dorsal.sand2","Dorsal.sand3","Dorsal.smallrock1","Dorsal.smallrock2","Dorsal.smallrock3","Dorsal.tree1","Dorsal.tree2","Dorsal.tree3","Ventral.bush1","Ventral.bush2","Ventral.bush3","Ventral.depth1","Ventral.depth2","Ventral.depth3","Ventral.flower1","Ventral.flower2","Ventral.flower3","Ventral.grass1","Ventral.grass2","Ventral.grass3","Ventral.litter1","Ventral.litter2","Ventral.litter3","Ventral.moss1","Ventral.moss2","Ventral.moss3","Ventral.rock1","Ventral.rock2","Ventral.rock3","Ventral.sand1","Ventral.sand2","Ventral.sand3","Ventral.smallrock1","Ventral.smallrock2","Ventral.smallrock3","Ventral.tree1","Ventral.tree2","Ventral.tree3","N.daphnia","deaths","Daphnia.mortality.p"
"Cupha prosope","Cupha prosope",NA,"BN004461_DL16V317_Nymphalidae_Heliconiinae_Vagrantini_Cupha_erymanthis",-2068.03921568628,2720,"2720 (1).png",7601.29411764706,"litter2.jpg",6757.92613636364,9110.15833333333,53,34,91.5,"Cryptic",79.8258036557243,2196,"2196 (1).png",9669.33333333333,"litter2.jpg",8809.6,10000,112,77.5,121,"Cryptic",84.8128102592388,3329.875,1553.85714285714,6575.6875,3224.42857142857,2104,2899.25,5202.28571428571,2396.47619047619,1533.5,2447.625,3161,3387.8,4570.42857142857,7601.29411764706,3604.11111111111,5407.22222222222,4126.5625,4304.31818181818,1617.05555555556,2213.6,1735.13043478261,2590.75,2058.47826086957,1909,3144.05555555556,1795.08333333333,3429.21739130435,2081.4375,2167.17647058824,2190.28571428571,3866.4,1468.5,6740.15384615385,3656.15384615385,3007.35,4978.26666666667,3997.5,1681.625,1941.04761904762,2796.38888888889,2925.22222222222,6107.52380952381,7622.95652173913,9669.33333333333,4470.27272727273,6442.4,6517.5,4536.08333333333,3220.84615384615,2846.41176470588,4630,2838.95833333333,3662,6085.61538461538,1652.94444444444,4288.81818181818,5577.71428571429,1585.2380952381,1757.5,4214.22222222222,60,29,0.483333333
"Danaus affinis","Danaus affinis",NA,"GCA0049599151_X_Nymphalidae_Danainae_Danaini_Danaus_chrysippus",-443.121848739496,346,"346 (1).png",6306.23529411765,"moss2.jpg",5936.90526315789,8128.64102564103,33,24.5,57.5,"Conspicuous",76.7412738093017,1873,"1873 (1).png",6749.35714285714,"moss1.jpg",6068.90079365079,8782.88333333333,37,26.5,78,"Cryptic",78.620186049465,2684.4,1603.92307692308,2151.78947368421,3403.82352941176,4491.45,3395.88888888889,3013.54545454545,2549.89473684211,2385,1948.7619047619,1728.0625,4126.625,5721.95238095238,5116.8125,3231.94444444444,6213.79166666667,6306.23529411765,4007.9,2030.45454545455,2857.64,3259,1913.63157894737,2012.82352941176,1466.75,3096.5652173913,1603.66666666667,2618.44,5050.72222222222,2076.38461538462,3535.15,1766.2,2007.0625,2171.83333333333,3005.1875,2840.45,3677.70833333333,3800.22727272727,1831.70588235294,2085.73913043478,1634.26315789474,1443,4866.86666666667,6299.30434782609,4871.25,2307.21052631579,6749.35714285714,4205.13333333333,3556.15384615385,2900.51724137931,2913.04761904762,3524.375,2091.2,2618.96,2528.10526315789,2661.89473684211,2987,4674.38095238095,2587.5,1774.52,5760.0625,50,31,0.62
"Danaus petilia","Danaus petilia",NA,"GCA0049599151_X_Nymphalidae_Danainae_Danaini_Danaus_chrysippus",-266.680555555556,3024,"3024 (1).png",7366.94444444444,"litter1.jpg",6786.92857142857,9200.64705882353,48,35.5,88.5,"Cryptic",83.267599260963,2989,"2989 (1).png",7633.625,"litter1.jpg",6344.84821428571,9189.85714285714,54,27.5,88,"Cryptic",78.1418208443377,2792.78947368421,1232.66666666667,3605.88461538462,2408.47368421053,2799.84,2517.41176470588,2450,3680.83333333333,2352.66666666667,1482,1486.78571428571,5000.92307692308,7366.94444444444,6392.42857142857,2982.78947368421,6575.47368421053,6805.90909090909,2384.9375,1421.15384615385,1427.06666666667,1973.53333333333,1332.78571428571,2263.5,2348.05263157895,1389.125,2811.85,4094.28571428571,2019.36842105263,1835.80769230769,3479.41666666667,2702.46153846154,2546.2,3753.52631578947,3495.5652173913,2881.04347826087,2299.75,4433.28571428571,1696.53333333333,1668.57142857143,2409.73684210526,2223.25,4985.75,7633.625,4347.69230769231,4008.35294117647,5478.30769230769,6049.05555555556,4362.13333333333,3770.5,1716.66666666667,2557.72222222222,2908.11111111111,2532.92307692308,2937.95833333333,1974.89473684211,3430.75,3934.82352941176,2690.94117647059,2928.14285714286,4338.66666666667,30,5,0.166666667
"Danaus plexippus","Danaus plexippus",NA,"DanausR_X_Nymphalidae_Danainae_Danaini_Danaus_plexippus",3037.83333333333,1298,"1298 (1).png",8295.5,"moss2.jpg",7499.33193277311,9662.98214285714,71,46.5,104,"Cryptic",82.9787234042553,3845,"3845 (1).png",5257.66666666667,"litter1.jpg",4886.275,7133.27272727273,22,14,40.5,"Conspicuous",68.8509297080907,4067.66666666667,2662.9375,5223.625,4539.125,3445.21739130435,3035.26666666667,6016.90909090909,3034.14285714286,1638.95,1966.5,2501.85185185185,4816.61904761905,7448.28571428571,7329.41379310345,4431.46666666667,5105.21739130435,8295.5,3784.68421052632,2211.08333333333,2931.11111111111,1412,2204.86363636364,3237.71428571429,1786.63636363636,3311.52941176471,5713.0625,3836.42857142857,2091.0625,1453.2,4572.52380952381,1951.3,2345.66666666667,3639.61111111111,3953.28571428571,3098.77777777778,2890.63157894737,3288.96428571429,2871,1929.71428571429,2248.3,2007.15,4003.1,5257.66666666667,3445.71428571429,3849.81818181818,4045.27272727273,5212.06666666667,3908,2379.26086956522,2719.3,2375.625,1809.64285714286,1933.66666666667,2081.8,1637.71428571429,3729,4421.59090909091,2023.95,1769.5,3629.75,100,33,0.33
"Delias argenthona","Delias argenthona",NA,"SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia",706.857142857143,1180,"1180 (1).png",5022.35714285714,"flower1.jpg",3913.44230769231,6381.56206896552,19,4,27.5,"Conspicuous",74.1297944234227,3109,"3109 (1).png",4315.5,"depth1.jpg",3946.59210526316,6212.9,11,5,27,"Conspicuous",70.9014019232997,1790.375,1743.8125,1594.42105263158,2854.29411764706,1605.92857142857,2412.71428571429,5022.35714285714,2382.53333333333,2814.95,1299.29411764706,2014.66666666667,3107,3514.6,2232.42857142857,2521.2,2123.1875,2750.72222222222,2009,1712.94444444444,1753.8,1692.26666666667,1922.375,1481.29411764706,2085.625,2474.69565217391,2048.78260869565,2179.04,2104.89473684211,1513.28571428571,3778.47058823529,1810.85714285714,1756.62962962963,2659.64705882353,4315.5,1807.4,2446.5,3343.94736842105,3598.86363636364,1278.53846153846,1942.27272727273,2296.28571428571,2125,2611.375,3505.73333333333,3747.15,3971.26666666667,3792.8,2057.90476190476,1376.52631578947,1830.05263157895,2131.8,1255.75,3847.13636363636,1764.45,2002.07142857143,1934.55172413793,2158.55555555556,1897.05882352941,1697.84210526316,1808.5,30,6,0.2
"Delias mysis","Delias mysis",NA,"SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia",307.839901477832,280,"280 (1).png",6006.48275862069,"flower1.jpg",5227.56535947712,7242.62031386225,29,15,41.5,"Conspicuous",79.1251859757093,2678,"2678 (1).png",5698.64285714286,"grass3.jpg",4416.775,7545.72727272727,26,10,46,"Conspicuous",72.7084142841027,1982.04761904762,1877.42105263158,2936.73913043478,2307.9,2701.36842105263,2600.33333333333,6006.48275862069,2861.64285714286,2168.66666666667,1977.8125,3077.38095238095,2490.73684210526,3590,2648.9,2493.21739130435,5144.85,3993.65,1253.84210526316,1587.8125,2385.09090909091,2089.23529411765,1488.58333333333,2155.47368421053,1509.89473684211,1351.05,2063.22727272727,1995.84210526316,4051.88888888889,1673.64285714286,1739.375,2385.5625,2078.21428571429,2241.47826086957,2471.04761904762,1637.84615384615,3230.73333333333,4357.52631578947,2570.42857142857,1631.28,2122.375,1730.35714285714,5698.64285714286,3220.625,1992.05,2232.05882352941,3839.375,2952.5,2441.85,1802.72,2217.35294117647,3038.89473684211,1555.25,2335.31818181818,2122.47826086957,2254.13043478261,1805.31578947368,1939.16666666667,1951.52380952381,1747.53846153846,2284.68421052632,50,11,0.22
"Delias nigrina","Delias nigrina",NA,"SRR4341246_X_Pieridae_Pierinae_Pierini_Delias_descombesi_oraia",509.866666666667,1255,"1255 (1).png",8415.26666666667,"flower1.jpg",7063.31428571429,9669.42105263158,76,37,104.5,"Cryptic",85.1372880783505,496,"496 (1).png",7905.4,"moss1.jpg",6996.59340659341,9183.23571428571,61,39,87.5,"Cryptic",85.2241390809964,2432.72222222222,1760.83333333333,1977.6,2364.54545454545,1400.15789473684,3020.44444444444,8415.26666666667,2595.38888888889,3530.5,2592.95238095238,1670.6875,2192.5,3091.6,1698.68421052632,1663.75,1884.58333333333,2342.6875,1359.44444444444,1612.57142857143,1609.5,1512.35294117647,1354.25,1863.3125,2286.28571428571,1679.05,1606.14285714286,2164.41176470588,3213.92857142857,1250.73684210526,2255.08695652174,3530.78571428571,1987.46153846154,3475.46666666667,3801.625,4079.80952380952,3784.64285714286,2644.5,1845.92857142857,1934,2061.64,2446,5204.53333333333,7300.8125,4990.61111111111,3006.13333333333,7905.4,6306.8,7085.77777777778,4505.84,1168.09090909091,3453.64705882353,1994,2903.89473684211,1437.38461538462,2162.38095238095,2811.89473684211,4067.90909090909,2704.875,2770.57142857143,5602.25,50,0,0
"Euploea corinna","Euploea corinna",NA,"BN004536_HD14B023_Nymphalidae_Danainae_Danaini_Euploea_phaenareta",-991.846153846154,1288,"1288 (1).png",7473.76923076923,"moss2.jpg",7018.68984962406,9198.22727272727,49,38.5,88.5,"Cryptic",80.7047382812366,2879,"2879 (1).png",8465.61538461538,"moss2.jpg",7021.9625,9741.05681818182,78,36.5,106,"Cryptic",83.6067243358503,2211.26666666667,2191.23076923077,3557.45,5913.38888888889,4863.64285714286,2365.6875,3240.58333333333,2987,2725.41176470588,1688.4375,1539.5,5749.4,7048.8,5855.47368421053,3262.6875,7410.27777777778,7473.76923076923,3184.35,4213.8,1722.95238095238,2190,2246.4,2005.64705882353,1652.18518518519,1442.08333333333,2263.91666666667,2954.61111111111,2703.35714285714,1747.92857142857,2811.89473684211,2416.33333333333,1903.83333333333,3332.5,5533.39130434783,6091.11111111111,3266.70588235294,3025.42857142857,3633.0625,2295.61904761905,2159.4,1636.52,2883.88888888889,6004.09090909091,3193,3078,4513.7,8465.61538461538,1956.86363636364,2965.59090909091,2015.76470588235,2083,1387.79166666667,2587.25,2610.57894736842,1392.71428571429,2059.21428571429,3601.45,2101.66666666667,1910.28571428571,3150,100,25,0.25
"Euploea tulliolus","Euploea tulliolus",NA,"BN004536_HD14B023_Nymphalidae_Danainae_Danaini_Euploea_phaenareta",-373.563467492259,854,"854 (1).png",7969.78947368421,"moss2.jpg",6989.56324110672,9243.66111111111,62,37.5,91.5,"Cryptic",78.1079537199688,2056,"2056 (1).png",8343.35294117647,"moss2.jpg",7507.66742081448,9310.53968253968,73,46,95,"Cryptic",81.4420275185097,2870.42857142857,2433.2,3155.17647058824,3650.35294117647,4760.1,4141.47619047619,5441.22222222222,2048.04545454545,2025.1,1870.84210526316,2376.28,4542,5703.13333333333,6138.31578947368,2824.6,7550.2,7969.78947368421,4037.78260869565,3105.23076923077,2076.4,1744.75,1774.5,1836.25,2025.77272727273,1790.91666666667,3282.23076923077,3447.35,3651.61538461538,2257.38461538462,3298.1875,2842.36363636364,2311.7,4800.26086956522,3984.11764705882,4557.4,4051.08,3060.4,1934.29411764706,1894.70833333333,2382.42857142857,1548.35714285714,6317.53333333333,6646,4125.41176470588,5221.63636363636,6751.15,8343.35294117647,5658.03448275862,6432.28571428571,3527.78571428571,4238.68181818182,3789.88888888889,3373.58823529412,3352.21428571429,2471.64285714286,2683,5218,4295.2,3806.05263157895,5998.91304347826,50,23,0.46
"Eurema hecabe","Eurema hecabe",NA,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",-2172.45833333333,2527,"2527 (1).png",5411.625,"grass3.jpg",4782.35416666667,7130.66964285714,24,13.5,38.5,"Conspicuous",74.5196086978227,2476,"2476 (1).png",7584.08333333333,"grass3.jpg",6059.9375,8870.36263736264,52,25,81.5,"Cryptic",78.8491248118318,3913.35294117647,1550.46666666667,3308.5625,3771.25,2186.78947368421,2219.35714285714,3155.22222222222,5092.75,2042.0625,2499.88235294118,1571.08333333333,5411.625,3527.8,3458.13333333333,2853.5,4002.33333333333,4773.15,1833.85,1378.90322580645,1870.3,3562.78947368421,2139.75,3148.13333333333,1482.44827586207,1890.5,2123.75,2649.55,2319.57142857143,1437.05882352941,1460.52631578947,3480.07692307692,2053.66666666667,3671.88888888889,3349.23529411765,1767.63157894737,2760.81818181818,2307.46153846154,3045.35,3223.26666666667,2539.2,2431.66666666667,7584.08333333333,3932.47368421053,6009.88235294118,3068.52941176471,3962.5,5192.5,1604.1,1773.46666666667,2264.09523809524,1958.13636363636,2711.40909090909,2722.67857142857,3519.09090909091,2051.47368421053,2103.06666666667,3217.11111111111,2105.72727272727,1925.9,2397.29411764706,70,24,0.342857143
"Eurema laeta","Eurema laeta",NA,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",-684.112044817927,1984,"1984 (1).png",6030.47619047619,"moss1.jpg",5785.64573268921,7840.34210526316,31,22.5,53,"Conspicuous",79.1830098202493,2062,"2062 (1).png",6714.58823529412,"litter2.jpg",6015.94758064516,8696.7675070028,36,24.5,75.5,"Cryptic",84.0764621368749,4562.82608695652,2595.05263157895,2254.42105263158,3855.5625,2272.5,2429.57142857143,4540.44,3789.8,2246.47368421053,2668.7619047619,1255.36363636364,5654.05263157895,5305.64705882353,5943.29411764706,2453.47619047619,6030.47619047619,6003.75,1417.7,1261,1997.61538461538,2401.5,3218.47058823529,2031.58823529412,2617.89473684211,2115.48148148148,2294.42105263158,3720.25,2100.8064516129,1923.9375,2165.61538461538,2924.72222222222,2007.9,3906.95454545455,2908.27777777778,3083.40909090909,2597.07692307692,3885.2,1603.14285714286,2397.95833333333,2674.73684210526,2256.61538461538,6668.82608695652,4964.65,6714.58823529412,3687.05555555556,5352.35,4965.12,3221.23529411765,2355.11764705882,1392.66666666667,3787.5,1990,3767.2,3894.58333333333,1069.2,3549.23076923077,2907.73684210526,1610.91304347826,1690.58823529412,1658.1,40,3,0.075
"Eurema smilax","Eurema smilax",NA,"DRR087481_X_Pieridae_Coliadinae_X_Eurema_mandarina",-1003.95356037152,3077,"3077 (1).png",5772.1052631579,"flower2.jpg",4913.44583333333,7720.06363636364,27,13,50.5,"Conspicuous",76.1525485547552,1100,"1100 (1).png",6776.05882352941,"moss1.jpg",6143.54736842105,8372.75,38,27,66.5,"Cryptic",81.8374018675903,3485.6,1577.14285714286,4799.91666666667,3017.94736842105,2631.63157894737,2887.3,3105.22727272727,5772.1052631579,2529.64705882353,2217.8125,2516.94444444444,4140.26315789474,4406.47368421053,4595.8,3031.25,4871.65,4444.71428571429,3161.58333333333,1419.29411764706,1691.09523809524,2053.22222222222,1721.1,3448.14285714286,3532.78947368421,1376.5,3062.15789473684,4252.18181818182,1793.75,2172.5,1754.33333333333,4473.07407407407,1704.63636363636,5011,5702.52380952381,2992.81481481481,2799.18181818182,4098.8,3055.3,2378.15,1448.93333333333,2257.2,6569.94117647059,3584.71428571429,5675.57894736842,2735.72,6776.05882352941,5230.83333333333,2604.9375,2512.76470588235,1688.6,1665.13636363636,1230.70833333333,3911.2,2561,1468.375,1924.33333333333,3678.93333333333,2376.6,1284.28571428571,2008.65,130,34,0.261538462
"Graphium choredon","Graphium choredon",NA,"RF140004_X_Papilionidae_Papilioninae_Leptocircini_Graphium_agamemnon_X_ME",-188.795454545455,2985,"2985 (1).png",4084.25,"flower1.jpg",3317.07602339181,6508.37698412698,7,2,29.5,"Conspicuous",68.3061872937615,2777,"2777 (1).png",4273.04545454545,"moss1.jpg",4002.96,6244.46527777778,10,4,27,"Conspicuous",69.5088663610157,2049.22727272727,1611.6,2060.36842105263,3677.66666666667,2375.84615384615,2596.13333333333,4084.25,2109.28571428571,2146.7,1446.88235294118,2204.73684210526,2024.66666666667,2588.6,3025.72222222222,1447.23529411765,3419.52173913043,3171.05882352941,2306.16666666667,2173.71428571429,1767.36363636364,1512.66666666667,1384.77777777778,1441.36363636364,1552.77777777778,1673.17647058824,1801.16,1294.45454545455,2120.91304347826,1295.04347826087,2057.62962962963,2056.95,1606.8,1656.44444444444,2157.91304347826,4001.65217391304,2563.81818181818,3747.76470588235,2051,1494.78571428571,1950.95652173913,1338.75,3977.26666666667,3807.95,2937.84615384615,2675.88235294118,4273.04545454545,3256.84615384615,2740.66666666667,2620.57894736842,1494.80952380952,2075.13636363636,1518.5,2032.05263157895,1302.9,1872,1932.19047619048,2594.875,2855.54838709677,1782.91666666667,3888.95454545455,31,6,0.187878788
"Heteronympha merope","Heteronympha merope",NA,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",947.572727272728,3618,"3618 (1).png",8731.77272727273,"moss2.jpg",8076.03875,9645.09166666667,86,58,104,"Cryptic",76.7515708046372,1545,"1545 (1).png",7784.2,"grass3.jpg",6888.49074074074,9303.625,57,35.5,90,"Cryptic",83.5490939522182,3082.31818181818,2030,7865.17647058824,3937.53333333333,4130.3,3918.6875,4529.125,3817.75,2210.77272727273,2590.78571428571,5436.66666666667,5815.88235294118,5341.83333333333,5752.65,3207.91666666667,6669.42857142857,8731.77272727273,6477.85,3306.41176470588,3521.09090909091,3811.7,2044.6875,3086.44444444444,3739.66666666667,3737.96,4528.29166666667,4287.64705882353,2166.63636363636,3042.69230769231,3933.75,3792,2893,4206.54545454545,3139.9375,3208.6,2036.94444444444,3715.36842105263,2748.57142857143,2527.05555555556,1819.90476190476,2264.07142857143,7784.2,4470.28571428571,5653.31818181818,2222.85,7370.66666666667,5269.66666666667,4143,1989.86363636364,1816.41666666667,2796.27777777778,1324.75,1811.92857142857,3743.25,2976.375,3367.42857142857,3927,1847.23076923077,1280.57142857143,2759.85,50,23,0.46
"Heteronympha mirifica","Heteronympha mirifica",NA,"BN001816_DL14E002_Nymphalidae_Satyrinae_Satyrini_Heteronympha_merope",-1814.68981481481,1625,"1625 (1).png",7284.18518518519,"moss2.jpg",6629.52556818182,8805.70779220779,45,31,76.5,"Cryptic",80.6822201609488,1648,"1648 (1).png",9098.875,"smallrock3.jpg",8620.60714285714,10000,98,72,118,"Cryptic",81.3127080728845,3290.86666666667,2123.95,5493.2,5399.66666666667,1420.63636363636,2564.30769230769,5698.53846153846,2301.46153846154,1675.57894736842,1578.375,2316.94117647059,3698.17647058824,6695.06666666667,6443.48,3080.21428571429,4907.22222222222,7284.18518518519,2759.29411764706,1629.92857142857,1866.2,1407.14285714286,2243.33333333333,2619.83333333333,3085.40909090909,4262.57142857143,3723.05263157895,3215.5,2465.75,1946.14285714286,4737.54545454545,3167.25,2303.61111111111,6234.63157894737,3736.32142857143,4796.92857142857,3823.63157894737,6283.66666666667,2777.88888888889,1779.36363636364,2052.66666666667,3064.39130434783,8357.06666666667,7414.3,6213.76470588235,4444.90909090909,8519.5,7874.22727272727,8276.15789473684,3755.62962962963,4843.4,4722.625,1922.375,4263.25,4793.40740740741,1988.53333333333,5382.11764705882,9098.875,3335.66666666667,1700.33333333333,3435.6875,30,6,0.2
"Hypocysta metirius","Hypocysta metirius",NA,"BN005507_DH18R117_Nymphalidae_Satyrinae_Satyrini_Hypocysta_calypso",569.81212121212,1372,"1372 (1).png",9367.26666666667,"litter3.jpg",8965.61904761905,10000,105,82,120,"Cryptic",82.6429623725171,1265,"1265 (1).png",8797.45454545455,"moss3.jpg",8387.69852941177,9910.13574660633,90,63,113.5,"Cryptic",81.9869224728068,4355.53333333333,3588.28,7434.36363636364,7726.84210526316,5194.52631578947,6798.9375,7603.95238095238,2605.72727272727,1625.88,2501,3406.16666666667,7425.75,8099.06666666667,6195.88888888889,9367.26666666667,8862.41666666667,8775.16666666667,7164.78947368421,6289.53846153846,3379.0625,3120.88888888889,6523.70588235294,7138.53333333333,3390.77777777778,5880.45,5427.52631578947,7570,5700.93333333333,2577.05263157895,5525.27777777778,3462.75,1685.36363636364,5358.20833333333,3793.625,5371.04347826087,4867.9375,5379.05,2946.3125,2126.19047619048,1584.69230769231,3820.4,8151.25,7244.88235294118,5229.28,4179.22222222222,8064.6,4229.88888888889,8797.45454545455,2461.45454545455,4597.59090909091,4690.6,3211.05882352941,3325.625,4278.91304347826,2878.16666666667,4391.91304347826,7134.11538461538,2715,2157.9375,2849.52631578947,110,41,0.372727273
"Hypolimnas bolina_Female","Hypolimnas bolina","female","BN007178_LEP37028B_Nymphalidae_Nymphalinae_Kallimini_Hypolimnas_bolina",-90.173913043478,1921,"1921 (1).png",8084.78260869565,"moss2.jpg",6892.66123188406,9174.40476190476,66,35,90.5,"Cryptic",82.8644124764722,543,"543 (1).png",8174.95652173913,"moss2.jpg",7722.14714285714,9881.01587301587,68,49,111.5,"Cryptic",81.5167212696252,2380.53333333333,2484.78571428571,3614.42105263158,5581.33333333333,5275.14285714286,2893,4247,1576.38461538462,2101.05,2032.28571428571,1402.78947368421,3737.83333333333,3599.23076923077,1814.46153846154,1835.64285714286,5573.90476190476,8084.78260869565,1900.45454545455,2594.83333333333,1385.375,2293.5,1641.42105263158,1812.36842105263,2424.66666666667,1782.94117647059,2862.90476190476,1761.63636363636,2057.95652173913,2377.2,2124.80952380952,4910.52380952381,2637,3754.66666666667,6000.5,5153.36842105263,3314.86363636364,3434.73333333333,1866.72727272727,1745.625,1929.04761904762,1665.15384615385,4419.19047619048,5023.17647058824,6398,4962.18181818182,8045.53333333333,8174.95652173913,1964.25,4497.4,2233.2,2049.6,2643.28571428571,1511,2181.85,1745.8,3484.375,3118.5,5762.09090909091,2492.03333333333,4795.2,20,0,0
"Hypolimnas bolina_Male","Hypolimnas bolina","male","BN007178_LEP37028B_Nymphalidae_Nymphalinae_Kallimini_Hypolimnas_bolina",-1209.27470355731,1071,"1071 (1).png",6965.68181818182,"depth1.jpg",6298.50511508951,8623.48412698413,40,29,72,"Cryptic",81.2645763320174,543,"543 (1).png",8174.95652173913,"moss2.jpg",7722.14714285714,9881.01587301587,68,49,111.5,"Cryptic",81.5167212696252,3335.31578947368,2953.45,3046.86666666667,6965.68181818182,4856,3567.83333333333,3277.94736842105,2383.83333333333,2954.19047619048,3280.375,1834,2860.375,4808.79166666667,2410.64285714286,1906.35714285714,4731.13333333333,6139.6875,3554.25,2223.26315789474,1414.14285714286,2055.13333333333,1629.55,2458.73333333333,1324.63157894737,1305.05,2381.90909090909,2861.48,1680.38461538462,1588.4347826087,1861.75,4910.52380952381,2637,3754.66666666667,6000.5,5153.36842105263,3314.86363636364,3434.73333333333,1866.72727272727,1745.625,1929.04761904762,1665.15384615385,4419.19047619048,5023.17647058824,6398,4962.18181818182,8045.53333333333,8174.95652173913,1964.25,4497.4,2233.2,2049.6,2643.28571428571,1511,2181.85,1745.8,3484.375,3118.5,5762.09090909091,2492.03333333333,4795.2,30,9,0.3
"Hypolycaena phorbas","Hypolycaena phorbas",NA,"TN04X153_X_Lycaenidae_Theclinae_Hypolycaenini_Hypolycaena_phorbas_X_ME",1225.2962962963,1906,"1906 (1).png",6857.2962962963,"rock3.jpg",5941.18421052632,8017.94871794872,39,24.5,58,"Cryptic",81.8742944795217,18,"18 (1).png",5632,"tree3.jpg",4437.40746753247,7983.625,25,9.5,57.5,"Conspicuous",78.155579229798,2017.21428571429,1562.45,2079.95,2124.93333333333,2920.36842105263,3087.16,3059.58064516129,2266.54166666667,1876.5,1747.23529411765,1242.93333333333,4668.4375,5131.41176470588,3705.45454545455,2787.2380952381,4381.38888888889,4723.45454545455,3824.72222222222,4197.33333333333,1816.11111111111,6857.2962962963,2334.13333333333,2129,1709.46666666667,1904.70588235294,3257.125,5116.61538461538,3360,3030.42105263158,5696.68181818182,2211.8125,1727.52631578947,1395.91666666667,2699.68421052632,3652.55555555556,2641.35,2174.58333333333,2252.88888888889,2529.375,1546.4,1230.27777777778,3541.33333333333,4293.47826086957,3916.35,2869.83333333333,3831.07692307692,3746.52380952381,3178.22222222222,3027.23076923077,1414.47368421053,2925.375,2586.4,2676.75,2413.90476190476,2368.73684210526,2891.47368421053,3281.60869565217,3770.72,1607.0625,5632,30,14,0.466666667
"Junonia hedonia","Junonia hedonia",NA,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",-361.143939393938,2563,"2563 (1).png",8468.27272727273,"litter3.jpg",8355.28693181818,9851.85606060606,79,64.5,111.5,"Cryptic",82.511191506264,2693,"2693 (1).png",8829.41666666667,"litter1.jpg",8237.175,9900.42857142857,91,62,114.25,"Cryptic",79.3700980623484,3241.25,3131.07692307692,5398.44444444444,4533.72222222222,4497.73333333333,5550.39130434783,7110.73333333333,2663.83333333333,1636.26315789474,1884.75,1899.23529411765,4557.8947368421,8018.66666666667,6047.31578947368,8468.27272727273,8432,7054.21428571429,4400.64285714286,4411.52380952381,1793.15,3122.72727272727,1666.63636363636,3271.45,1481,8069.6875,7188.04347826087,7502.2,4433,2127.72727272727,6185.16666666667,3043.33333333333,4605.3125,5128.47368421053,4678.9375,3999.57894736842,4468.5625,4940.125,2316.84615384615,1821.5,2194,2397.13636363636,5209.46153846154,8829.41666666667,7379.23529411765,8597.43333333333,7857.92307692308,7633.75,7038.85,6206.73333333333,3082.875,2964.2,4335.64285714286,5664.73684210526,3040.82352941176,4491.07142857143,5946.2380952381,7606.11111111111,6380.21052631579,4107.61538461538,5669.63636363636,50,5,0.1
"Junonia villida","Junonia villida",NA,"SRR1145747_X_Nymphalidae_Nymphalinae_Junoniini_Junonia_coenia",1668.93606138107,1796,"1796 (1).png",8358.34782608696,"moss1.jpg",8216.13425925926,9907.42857142857,74,62,113.75,"Cryptic",78.0835018956761,1032,"1032 (1).png",6689.41176470588,"litter1.jpg",5594.3358974359,8259.82291666667,35,20.5,63.5,"Cryptic",82.016355962012,4707.52941176471,2261.2,4737.57894736842,2722.25,4703.66666666667,4210.23529411765,3446.21428571429,3476.69230769231,2562.95238095238,2560.25,3580.84210526316,7696.6,7020,6842.60869565217,4629,8358.34782608696,8071,8354.38461538462,5031.21428571429,4081.60869565217,4312.3,3726.86666666667,8125.94736842105,5970.4,1831.85714285714,3909.54545454545,6856.27272727273,4317.57142857143,2794,4324.38095238095,1676.5,1203,2644.57894736842,2458.875,3247.7619047619,2971.14285714286,4196.61904761905,1658.6,1725.8,1628.1875,1403,5301.52380952381,6689.41176470588,4933.63636363636,2163.38095238095,5372.66666666667,4578.7,2590.85714285714,2088.36363636364,1957.78947368421,3783.72727272727,2090.79166666667,2473.4375,2222.38888888889,2076.81818181818,2452.36363636364,3950.35,3034.4375,1682.25,4930.95833333333,100,9,0.09
